SEQENCE ID                     TM SP PREDICTION
Q8DNQ5                          0  0 o
Q8DNQ6                          0  0 i
Q8DNQ7                          0  0 o
Q8DNQ8                          0  0 o
Q8DNR0                          0  0 o
Q8DNR2                          0  0 i
Q8DNR3                          0  0 o
Q8DNS1                          6  0 o6-22i43-60o139-158i165-184o196-214i234-251o
Q8DNS2                          0  0 o
Q8DNS3                          0  0 o
Q8DNS4                          0  0 o
Q8DNS6                          0  0 o
Q8DNT0                          0  0 o
Q8DNT1                          0  0 o
Q8DNT2                          7  0 o20-41i166-189o221-245i266-287o299-317i324-342o354-373i
Q8DNT3                          0  0 o
Q8DNT4                          0  0 o
Q8DNT5                          0  0 o
Q8DNT6                          0  0 o
Q8DNT7                          0  0 o
Q8DNU1                          0  0 o
Q8DNU2                          0  Y n7-18c23/24o
Q8DNU3                          7  0 i12-36o73-92i104-124o154-179i200-224o230-251i263-284o
Q8DNU4                          7  0 i12-33o76-98i110-129o141-163i184-206o212-231i243-263o
Q8DNU5                          0  0 o
Q8DNU8                          0  Y n6-17c22/23o
Q8DNU9                          6  0 i20-45o73-96i108-131o161-184i220-241o267-289i
Q8DNV0                          6  0 i12-35o74-98i110-131o143-164i185-207o243-264i
Q8DNV1                          0  0 o
Q8DNV2                          0  0 o
Q8DNV3                          0  0 o
Q8DNV4                          1  0 o233-251i
Q8DNV7                          0  0 o
Q8DNW2                          2  0 i7-28o54-75i
Q8DNW3                          0  0 o
Q8DNW5                          0  0 o
Q8DNW8                          0  0 o
Q8DNW9                          0  0 o
Q8DNX0                          0  0 i
Q8DNX4                          0  0 o
Q8DNX5                          0  0 o
Q8DNX9                          0  0 o
Q8DNY0                          6  0 o6-28i40-62o68-88i109-130o142-163i175-193o
Q8DNY2                         10  0 i42-60o66-86i212-234o254-275i589-612o618-644i665-684o696-714i721-740o752-771i
Q8DNY3                          0  0 o
Q8DNY4                          0  0 o
Q8DNY5                          0  Y n7-15c19/20o
Q8DNY8                          0  0 o
Q8DNZ0                          0  0 o
Q8DNZ1                         11  Y n8-19c28/29o44-63i75-93o99-119i131-153o159-180i201-222o242-263i270-287o293-316i328-353o359-379i
Q8DNZ3                          5  0 o6-26i33-51o71-90i97-116o128-146i
Q8DNZ4                          0  0 o
Q8DNZ5                          0  0 o
Q8DNZ6                          0  0 o
Q8DNZ7                          0  0 o
Q8DP02                          0  0 o
Q8DP03                          0  0 o
Q8DP04                          0  0 o
Q8DP06                          0  0 o
Q8DP08                          0  0 o
Q8DP09                          0  0 o
Q8DP11                          0  0 o
Q8DP15                          0  Y n8-19c24/25o
Q8DP17                          0  0 o
Q8DP18                          0  0 o
Q8DP19                          6  0 i15-36o48-66i78-97o117-136i157-177o183-201i
Q8DP21                          0  0 o
Q8DP22                          0  0 o
Q8DP23                          0  0 o
Q8DP24                          0  0 o
Q8DP25                          1  0 i12-35o
Q8DP27                          0  0 i
Q8DP29                          0  0 i
Q8DP30                          0  0 o
Q8DP31                          0  0 o
Q8DP32                         14  0 i24-46o58-75i96-116o136-153i174-195o201-219i239-263o297-317i338-362o368-390i402-421o427-445i465-488o494-513i
Q8DP33                          2  0 i12-33o53-70i
Q8DP34                          4  0 i20-40o46-65i130-149o155-172i
Q8DP35                          0  0 o
Q8DP36                          0  0 o
Q8DP41                          0  0 i
Q8DP43                          0  0 o
Q8DP45                          0  0 o
Q8DP46                          8  0 i21-46o52-70i82-107o173-199i240-263o283-308i320-338o344-367i
Q8DP47                          0  0 o
Q8DP48                          5  Y n3-11c16/17o40-60i72-93o105-122i177-194o200-220i
Q8DP49                          0  0 o
Q8DP50                          0  Y n6-17c21/22o
Q8DP51                          0  0 o
Q8DP53                          0  0 i
Q8DP54                          0  0 i
Q8DP55                          7  0 o6-30i42-61o67-84i91-109o152-170i207-226o264-288i
Q8DP56                          0  0 o
Q8DP57                          0  0 o
Q8DP58                          0  0 o
Q8DP59                          0  0 o
Q8DP60                          0  0 i
Q8DP61                          0  0 o
Q8DP62                          0  0 o
Q8DP67                          0  0 i
Q8DP68                          0  0 o
Q8DP75                          0  0 o
Q8DP76                          3  0 o45-65i72-95o115-133i
Q8DP77                          0  0 o
Q8DP80                          0  0 o
Q8DP81                          0  0 o
Q8DP82                         10  0 i21-41o53-76i92-113o119-139i146-167o179-200i207-225o237-257i269-286o292-311i
Q8DP83                          0  0 i
Q8DP84                          0  0 o
Q8DP85                          0  0 o
Q8DP86                          0  0 o
Q8DP88                          4  0 o20-50i57-76o82-107i210-230o
Q8DP92                          0  0 o
Q8DP93                          0  0 o
Q8DP94                          0  0 o
Q8DP95                          0  0 o
Q8DP96                          0  0 i
Q8DP98                          0  0 o
Q8DP99                          0  0 i
Q8DPA4                          1  0 o6-24i
Q8DPA5                          0  Y n4-12c18/19o
Q8DPA7                          0  0 o
Q8DPA9                          0  0 o
Q8DPB7                          0  Y n7-22c31/32o
Q8DPC0                          7  0 o6-23i30-48o73-98i110-134o164-189i196-215o221-240i
Q8DPC3                          6  0 i20-41o71-93i100-124o144-168i208-227o247-269i
Q8DPC4                          7  0 i7-28o57-84i96-118o124-146i175-193o199-218i230-249o
Q8DPC5                          0  Y n7-18c22/23o
Q8DPC6                          0  0 o
Q8DPC9                          0  0 o
Q8DPD0                          0  0 o
Q8DPD3                          0  0 o
Q8DPD7                          0  0 o
Q8DPD8                          0  Y n2-12c17/18o
Q8DPD9                          1  0 o301-318i
Q8DPE4                          0  0 o
Q8DPE5                          1  0 o750-766i
Q8DPE6                          5  0 i12-36o48-69i120-140o146-166i234-256o
Q8DPE8                          0  0 o
Q8DPE9                          0  0 o
Q8DPF1                          0  0 o
Q8DPF3                          6  0 i24-42o118-139i151-179o199-217i257-279o299-325i
Q8DPF4                          6  0 i21-40o86-108i115-136o142-162i193-214o250-271i
Q8DPF5                          0  0 o
Q8DPF6                          0  0 o
Q8DPF8                          0  0 o
Q8DPF9                          0  0 o
Q8DPG1                          0  0 o
Q8DPG2                          0  0 o
Q8DPG3                          0  0 o
Q8DPG5                          0  0 o
Q8DPG8                          0  0 o
Q8DPG9                          0  0 o
Q8DPH0                          0  0 i
Q8DPH2                         10  0 i43-76o82-100i112-131o143-168i175-192o198-218i332-353o359-381i393-409o415-433i
Q8DPH4                          1  0 o6-24i
Q8DPH6                          0  0 o
Q8DPH7                          0  0 i
Q8DPI0                          0  0 o
Q8DPI1                         14  0 i12-33o39-63i84-106o112-131i143-163o169-187i208-227o247-271i292-315o321-345i357-379o385-404i416-437o449-472i
Q8DPI4                          0  0 o
Q8DPI5                         10  0 i12-35o41-61i73-93o105-125i132-151o157-180i192-210o222-242i254-271o277-294i
Q8DPI8                          7  0 i27-43o49-72i84-106o118-136i148-166o172-195i216-237o
Q8DPJ0                          3  0 o6-35i76-92o98-115i
Q8DPJ1                          0  0 o
Q8DPJ2                          0  0 o
Q8DPJ3                          0  0 o
Q8DPJ5                          3  0 o6-24i40-61o67-88i
Q8DPK0                          0  0 o
Q8DPK1                          0  0 o
Q8DPK4                          0  0 o
Q8DPK6                          8  0 i24-52o80-97i118-141o153-170i191-210o216-234i239-261o281-307i
Q8DPK8                          0  0 i
Q8DPK9                          0  0 o
Q8DPL0                          0  0 o
Q8DPL1                          0  0 o
Q8DPL2                          6  0 i7-28o34-52i59-79o91-112i121-148o154-179i
Q8DPL3                          0  Y n4-13c18/19o
Q8DPL4                          0  0 o
Q8DPM0                          0  0 o
Q8DPM1                          0  0 o
Q8DPM3                          0  Y n15-26c30/31o
Q8DPM4                          6  0 i28-48o68-96i108-128o156-178i185-213o233-256i
Q8DPM7                          0  0 o
Q8DPM8                          0  0 o
Q8DPN1                          0  0 o
Q8DPN4                          0  0 o
Q8DPN6                          0  0 o
Q8DPN7                          0  0 o
Q8DPN8                          0  0 o
Q8DPP3                          0  0 o
Q8DPP7                          0  0 o
Q8DPQ2                          0  Y n20-29c33/34o
Q8DPQ7                          0  0 o
Q8DPQ8                          0  0 o
Q8DPQ9                          0  0 o
Q8DPR2                         11  0 i21-47o67-87i119-137o168-190i202-222o242-259i282-303o318-339i346-370o376-400i412-429o
Q8DPR8                          0  0 o
Q8DPR9                          0  0 o
Q8DPS1                          0  0 o
Q8DPS4                          0  0 o
Q8DPS8                          0  0 o
Q8DPT0                         10  0 i71-89o95-116i137-159o165-183i217-238o250-269i276-294o300-320i332-351o363-384i
Q8DPT1                          0  0 o
Q8DPT4                          0  0 o
Q8DPT5                          6  0 i7-27o39-67i79-99o105-127i148-167o173-191i
Q8DPT7                          0  0 o
Q8DPT8                          5  Y n20-28c33/34o70-86i98-117o123-145i176-198o204-224i
Q8DPT9                          0  0 o
Q8DPU2                          0  0 o
Q8DPU3                          0  0 o
Q8DPU6                          0  0 o
Q8DPU9                          0  0 o
Q8DPV0                          0  0 o
Q8DPV2                          0  0 o
Q8DPV3                          0  0 o
Q8DPV5                          0  0 i
Q8DPV6                          0  0 o
Q8DPV7                          0  0 o
Q8DPW0                          0  0 o
Q8DPW2                          0  0 o
Q8DPW3                          8  0 i9-26o55-76i83-105o125-146i176-194o206-223i232-252o258-276i
Q8DPW4                          0  Y n16-27c34/35o
Q8DPW7                          0  0 i
Q8DPW8                         11  0 o41-62i74-92o98-117i138-158o164-188i220-243o255-274i286-305o311-335i347-370o376-396i
Q8DPW9                          0  0 o
Q8DPX0                          0  0 o
Q8DPX1                          0  0 o
Q8DPX2                          1  0 o162-183i
Q8DPX3                          0  0 o
Q8DPX4                          0  0 o
Q8DPX5                          0  0 o
Q8DPX6                          0  0 o
Q8DPX7                          0  0 o
Q8DPX9                          0  0 o
Q8DPY1                          0  0 o
Q8DPY2                          0  0 o
Q8DPY3                          0  0 o
Q8DPY4                         10  0 i15-36o70-88i100-118o124-143i155-177o200-218i230-253o259-277i284-301o307-328i
Q8DPY5                          9  0 i12-31o65-85i97-118o124-143i155-175o195-217i244-270o282-303i315-332o
Q8DPY6                          0  Y n6-17c22/23o
Q8DPY8                          0  Y n5-16c24/25o
Q8DPY9                          0  Y n8-18c23/24o
Q8DPZ1                          0  0 o
Q8DPZ5                          0  0 o
Q8DQ01                          5  0 o36-60i72-93o99-118i134-155o161-183i
Q8DQ02                          4  0 i12-34o46-65i86-105o117-135i
Q8DQ06                          0  0 o
Q8DQ07                          0  Y n8-20c24/25o
Q8DQ08                          0  Y n8-17c21/22o
Q8DQ09                          0  Y n12-24c28/29o
Q8DQ10                          0  Y n12-23c27/28o
Q8DQ11                          6  0 o6-35i56-82o88-108i129-158o170-198i210-234o
Q8DQ12                          0  0 o
Q8DQ13                          0  0 o
Q8DQ14                          0  0 o
Q8DQ17                          0  0 o
Q8DQ19                          9  0 o12-32i53-72o84-101i113-132o138-159i166-184o190-207i219-240o252-272i
Q8DQ21                          0  0 o
Q8DQ22                          0  0 i
Q8DQ23                          0  0 o
Q8DQ26                          0  0 o
Q8DQ27                          0  0 o
Q8DQ28                          0  0 o
Q8DQ39                          0  0 o
Q8DQ40                         10  0 o12-45i52-69o231-251i271-291o311-340i352-372o378-395i400-420o440-458i465-483o
Q8DQ41                          1  0 i12-30o
Q8DQ42                          0  0 o
Q8DQ44                          0  0 o
Q8DQ45                          0  0 o
Q8DQ46                          0  0 o
Q8DQ47                          0  0 i
Q8DQ48                          0  0 o
Q8DQ52                          0  0 o
Q8DQ53                          0  0 o
Q8DQ54                          0  0 o
Q8DQ57                          0  0 o
Q8DQ65                          0  0 o
Q8DQ66                          0  0 o
Q8DQ67                          0  0 o
Q8DQ69                          0  0 o
Q8DQ70                          0  Y n4-13c18/19o
Q8DQ71                          1  0 i144-162o
Q8DQ72                          0  0 o
Q8DQ73                          0  0 o
Q8DQ74                          0  0 o
Q8DQ76                         10  0 i20-38o58-77i110-136o156-177i198-218o230-253i283-307o533-559i593-615o627-652i
Q8DQ79                          0  0 o
Q8DQ80                          0  0 o
Q8DQ81                          8  0 o16-39i60-81o93-116i123-145o185-203i210-231o237-258i278-300o
Q8DQ82                          2  0 o33-54i66-86o
Q8DQ83                          0  0 o
Q8DQ89                          0  0 o
Q8DQ90                          0  0 o
Q8DQ93                          0  0 o
Q8DQ97                          0  0 o
Q8DQ98                          8  0 i7-24o30-54i74-97o161-184i219-241o247-271i283-302o314-343i
Q8DQA0                          0  0 o
Q8DQA1                          0  0 o
Q8DQA3                          0  0 o
Q8DQA6                          0  0 i
Q8DQA7                          0  0 o
Q8DQA8                          0  0 i
Q8DQA9                          0  0 o
Q8DQB0                         10  0 o12-28i35-55o61-80i101-119o125-144i165-186o198-216i221-239o245-267i288-306o
Q8DQB1                          6  0 i10-27o33-52i64-83o103-122i165-184o196-221i
Q8DQB2                          0  Y n2-9c13/14o
Q8DQB6                          0  0 o
Q8DQB7                          0  0 i
Q8DQB8                          0  0 o
Q8DQB9                          9  Y n3-11c18/19o34-57i69-93o99-120i132-150o156-173i203-222o228-247i259-277o283-306i
Q8DQC0                         10  0 i21-43o63-80i85-105o117-138i147-168o202-220i250-270o276-296i303-323o329-347i
Q8DQC1                          0  0 o
Q8DQC2                          1  0 o30-47i
Q8DQC6                          0  0 o
Q8DQC8                          0  0 o
Q8DQD4                          0  0 o
Q8DQD5                          3  0 o20-43i55-80o198-219i
Q8DQD6                          0  0 o
Q8DQD8                          0  0 i
Q8DQD9                          0  0 o
Q8DQE0                          0  0 o
Q8DQE1                          0  0 o
Q8DQE3                          0  0 o
Q8DQE4                          0  0 o
Q8DQE6                          0  0 o
Q8DQE7                          0  0 o
Q8DQE8                         10  0 i20-41o53-73i85-107o127-144i156-175o181-197i204-224o302-320i332-349o369-389i
Q8DQF0                          0  0 o
Q8DQF2                          0  0 o
Q8DQF3                          0  0 o
Q8DQF4                          0  0 o
Q8DQF5                          6  0 i92-110o122-144i156-179o185-206i213-233o239-260i
Q8DQF6                          0  0 i
Q8DQF9                          1  0 i12-33o
Q8DQG2                          0  0 i
Q8DQG6                          0  0 o
Q8DQH6                          0  0 o
Q8DQH7                          0  0 o
Q8DQH9                          9  0 i7-28o34-55i62-81o87-107i119-136o156-175i205-230o242-267i279-301o
Q8DQI1                          0  Y n6-17c21/22o
Q8DQI2                          0  0 o
Q8DQI5                          0  0 i
Q8DQI6                          0  0 o
Q8DQI7                          0  0 o
Q8DQI8                          0  0 o
Q8DQI9                          0  0 o
Q8DQJ0                         10  0 i54-73o85-107i128-156o176-200i220-239o259-282i294-314o345-366i378-399o419-440i
Q8DQJ2                          0  0 o
Q8DQJ3                          0  0 o
Q8DQJ6                          1  0 o6-22i
Q8DQJ7                          0  0 o
Q8DQK1                          6  0 o24-44i51-69o81-101i113-131o151-167i199-215o
Q8DQK2                          0  0 o
Q8DQK3                          5  0 i21-45o57-77i89-110o130-150i162-185o
Q8DQK9                          5  0 o16-41i70-96o130-153i160-181o187-208i
Q8DQL0                          3  0 o22-48i60-81o195-213i
Q8DQL1                          0  0 o
Q8DQL2                          0  Y n7-20c25/26o
Q8DQL3                          0  0 o
Q8DQL4                          0  0 o
Q8DQL8                          0  0 o
Q8DQL9                          0  0 o
Q8DQM3                          0  0 o
Q8DQM4                          7  Y n4-23c31/32o152-175i208-230o242-261i282-301o568-591i612-631o637-656i
Q8DQM5                          0  Y n24-36c41/42o
Q8DQM7                          1  0 o6-22i
Q8DQM8                          0  0 i
Q8DQM9                          1  0 o24-42i
Q8DQN0                          0  0 o
Q8DQN4                          0  0 o
Q8DQN6                          0  0 o
Q8DQN7                          2  0 i7-30o276-297i
Q8DQN9                          0  Y n15-26c31/32o
Q8DQP0                          6  0 o6-35i55-75o87-113i134-160o166-190i211-235o
Q8DQP1                          6  0 i39-60o98-117i138-165o185-205i217-238o250-276i
Q8DQP2                          9  Y n3-14c18/19o28-45i83-105o111-133i183-204o224-251i272-289o309-331i352-374o380-402i
Q8DQP3                          0  0 i
Q8DQP5                         11  0 o20-37i49-75o95-117i129-146o152-173i235-256o276-300i337-355o361-381i388-410o455-475i
Q8DQP6                          0  0 o
Q8DQP8                          6  0 i26-48o54-71i119-139o145-172i193-215o227-249i
Q8DQP9                          7  0 i41-58o70-91i132-153o165-192i199-220o226-244i256-274o
Q8DQQ0                          0  0 o
Q8DQQ4                          0  0 i
Q8DQQ5                          0  0 o
Q8DQQ7                          0  0 i
Q8DQQ8                          0  0 o
Q8DQR1                          0  0 o
Q8DQR2                          0  0 o
Q8DQR4                          0  0 o
Q8DQR5                          0  0 o
Q8DQR6                          0  0 o
Q8DQR7                          5  0 o20-43i55-80o92-112i132-151o190-211i
Q8DQR8                          6  0 o20-44i65-81o87-107i128-146o158-176i188-211o
Q8DQS1                          0  0 i
Q8DQS2                          3  Y n17-32c41/42o303-324i344-367o424-442i
Q8DQS4                          3  Y n19-30c35/36o289-310i330-351o394-413i
Q8DQS5                          0  0 o
Q8DQS6                          0  0 o
Q8DQT3                          0  0 o
Q8DQT4                          0  0 o
Q8DQT5                          0  0 o
Q8DQT7                          0  0 o
Q8DQU1                          0  0 o
Q8DQU2                          0  0 i
Q8DQU3                          0  0 o
Q8DQU4                          0  0 o
Q8DQU5                          0  0 o
Q8DQU6                          0  0 i
Q8DQU8                          0  0 o
Q8DQU9                          0  0 o
Q8DQV0                          2  0 i82-104o146-166i
Q8DQV3                          0  0 i
Q8DQV4                          0  0 i
Q8DQV9                          6  0 i7-27o39-58i70-93o105-123i135-155o161-178i
Q8DQW0                          7  0 i12-33o45-66i78-95o115-136i156-173o179-197i209-228o
Q8DQW1                          0  0 o
Q8DQW3                          1  0 o20-41i
Q8DQW4                          0  0 o
Q8DQW5                          0  0 i
Q8DQW6                          8  0 i20-43o55-80i101-122o128-146i229-247o253-277i298-316o322-341i
Q8DQW7                          0  0 o
Q8DQW8                          0  0 o
Q8DQX0                          0  0 o
Q8DQX3                          0  0 o
Q8DQX4                          0  0 o
Q8DQX5                          0  0 o
Q8DQX7                          0  0 i
Q8DQX9                          8  0 o6-24i45-63o69-88i109-127o139-157i177-201o213-236i248-272o
Q8DQY1                          6  0 i7-25o57-79i88-108o128-145i157-178o184-202i
Q8DQY4                          5  0 i20-36o42-57i64-85o114-136i247-266o
Q8DQY6                          5  0 o6-29i41-63o75-97i109-127o147-171i
Q8DQY7                          0  0 o
Q8DQY8                          0  0 o
Q8DQZ4                          0  0 o
Q8DQZ5                          0  0 o
Q8DQZ8                          0  0 o
Q8DQZ9                          0  0 o
Q8DR00                          2  0 i89-111o264-286i
Q8DR01                          0  0 o
Q8DR06                          0  0 o
Q8DR07                          0  0 o
Q8DR08                          0  0 o
Q8DR12                          0  0 o
Q8DR17                          0  0 o
Q8DR18                          0  0 o
Q8DR21                          0  0 o
Q8DR23                          9  Y n8-17c22/23o32-56i68-87o99-120i132-149o155-173i185-206o212-233i245-263o275-298i
Q8DR24                          0  0 o
Q8DR25                         11  0 o17-38i59-83o89-107i143-165o177-197i209-229o235-258i304-325o345-368i375-399o405-431i
Q8DR27                          3  Y n2-9c13/14o23-43i79-107o119-147i
Q8DR30                          0  0 o
Q8DR33                          0  0 o
Q8DR35                          0  0 i
Q8DR36                          0  0 o
Q8DR37                          0  0 o
Q8DR38                          0  0 o
Q8DR39                          0  Y n10-20c27/28o
Q8DR40                          0  0 o
Q8DR41                          0  0 o
Q8DR42                          0  0 o
Q8DR43                          0  0 o
Q8DR44                          0  0 o
Q8DR45                          0  0 o
Q8DR47                          3  0 o6-23i30-46o52-84i
Q8DR51                          0  0 o
Q8DR52                          0  Y n10-21c27/28o
Q8DR56                          0  Y n12-20c25/26o
Q8DR58                          0  0 o
Q8DR62                          0  Y n2-12c19/20o
Q8DR65                          0  0 o
Q8DR66                          0  0 i
Q8DR68                          0  0 o
Q8DR71                          0  0 i
Q8DR72                          0  0 o
Q8DR73                          1  0 o6-26i
Q8DR74                          5  0 i98-125o137-159i179-207o227-244i251-271o
Q8DR75                          6  0 o6-26i33-54o96-119i140-162o174-197i209-237o
Q8DR76                          0  0 o
Q8DR78                          0  0 o
Q8DR79                          0  0 o
Q8DR80                          0  0 o
Q8DR83                          0  0 o
Q8DR86                          0  0 o
Q8DR87                          0  Y n13-20c27/28o
Q8DR88                          2  Y n4-15c20/21o30-48i55-74o
Q8DR91                          0  0 i
Q8DR93                          5  Y n15-27c35/36o45-67i88-109o129-152i164-188o208-228i
Q8DR94                         11  0 i36-56o68-88i95-112o118-136i148-165o207-227i234-251o366-388i395-419o431-458i470-488o
Q8DR95                          0  0 o
Q8DR98                          6  Y n7-15c20/21o30-52i64-87o99-123i143-163o183-203i210-240o
Q8DR99                          4  0 o123-147i181-201o259-277i284-302o
Q8DRA2                          1  Y n6-17c24/25o48-72i
Q8DRA4                          0  0 i
Q8DRA7                          0  0 o
Q8DRA9                          0  0 o
Q8DRB4                          0  0 o
Q8DRB5                          0  0 o
Q8DRB8                          0  0 o
Q8DRB9                          0  0 o
Q8DRC1                          0  Y n4-14c32/33o
Q8DRC3                          0  0 o
Q8DRC4                          0  0 o
Q8DRC5                          0  0 o
Q8DRC6                          0  0 o
Q8DRC7                          0  0 o
Q8DRC8                          0  0 o
Q8DRC9                          6  0 i7-29o35-56i68-86o98-120i141-163o183-207i
Q8DRD0                          7  0 o36-56i85-107o142-164i176-195o201-222i270-292o312-334i
Q8DRD1                          0  0 o
Q8DRD2                          0  0 o
Q8DRD7                          0  0 o
Q8DRD8                          0  0 o
Q8DRE1                          0  0 o
Q8DRE3                          0  0 o
Q8DRE4                          0  0 o
Q8DRE5                          2  0 i255-274o289-309i
Q8DRE6                          0  0 o
Q8DRE7                          7  0 i9-29o35-53i73-92o121-139i151-171o177-195i202-224o
Q8DRF2                          0  0 i
Q8DRF3                         11  0 i21-39o45-68i89-116o122-144i156-174o194-217i238-259o290-312i333-352o358-380i392-415o
Q8DRF4                          0  0 o
Q8DRF5                          0  0 o
Q8DRF6                          0  0 o
Q8DRF7                          5  0 i12-36o74-94i101-121o141-158i165-185o
Q8DRF8                          5  0 i21-54o66-89i101-119o175-194i201-220o
Q8DRG0                          0  0 o
Q8DRG2                          0  Y n10-21c26/27o
Q8DRG3                         10  0 i20-37o43-65i85-114o159-191i230-248o268-286i298-315o321-340i360-379o385-405i
Q8DRG4                          0  0 o
Q8DRG6                          5  0 i12-31o51-69i127-145o151-170i233-259o
Q8DRG7                          1  0 o289-307i
Q8DRG8                          0  0 o
Q8DRG9                          0  0 o
Q8DRH0                          0  0 o
Q8DRH1                          0  0 o
Q8DRH4                          0  0 o
Q8DRH5                          1  0 i21-39o
Q8DRH9                          0  0 i
Q8DRI0                          0  Y n8-19c31/32o
Q8DRI1                          1  0 i21-45o
Q8DRI3                          0  0 i
Q8DRI6                          0  Y n9-20c25/26o
Q8DRI7                          0  0 o
Q8DRI8                          7  Y n7-18c22/23o196-216i246-265o277-298i318-338o597-620i641-661o667-685i
Q8DRJ1                          0  0 o
Q8DRJ2                          4  0 i23-44o56-79i91-110o116-136i
Q8DRJ3                          3  0 o282-301i308-328o334-358i
Q8DRJ4                         12  0 i7-29o41-62i74-91o97-114i126-149o155-176i203-224o244-263i270-288o294-316i337-354o360-381i
Q8DRJ5                          0  0 o
Q8DRJ6                          0  Y n31-42c47/48o
Q8DRJ7                          6  0 i25-50o83-110i122-142o154-175i196-222o275-292i
Q8DRJ8                          6  0 i21-41o92-113i125-147o167-186i227-246o284-309i
Q8DRK2                          1  Y n19-34c42/43o1135-1154i
Q8DRK3                          0  Y n3-10c15/16o
Q8DRK4                          0  Y n12-22c27/28o
Q8DRK5                         11  0 i23-43o55-74i83-105o134-155i167-186o198-219i239-258o320-340i361-382o388-408i415-438o
Q8DRK7                          0  0 o
Q8DRK8                          0  0 o
Q8DRL0                          0  0 o
Q8DRL1                          5  0 i120-139o145-160i181-204o224-244i256-274o
Q8DRL2                          7  Y n4-12c17/18o33-51i58-85o91-109i140-165o185-202i214-239o259-276i
Q8DRL3                          0  0 o
Q8DRL4                          0  0 o
Q8DRL5                          0  0 o
Q8DRM2                          5  0 i12-38o58-80i87-111o117-138i145-167o
Q8DRM6                          0  0 o
Q8DRM8                          0  0 o
Q8DRM9                          0  0 o
Q8DRN0                          0  0 i
Q8DRN1                          0  0 o
Q8DRN6                          9  0 i12-45o65-85i92-111o117-140i147-168o214-233i253-277o283-305i312-333o
Q8DRN7                          0  0 o
Q8DRN8                          1  0 o104-123i
Q8DRP1                          0  0 i
Q8DRP4                          0  0 o
Q8DRP5                          0  0 o
Q8DRP6                          0  0 i
Q8DRP7                          0  0 o
Q8DRQ0                          0  Y n28-39c44/45o
V9H0I2                         12  0 i20-41o47-69i81-106o126-147i159-179o185-202i239-259o265-282i302-323o335-356i368-388o394-413i
