# SignalP-5.0	Organism: euk	
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Q8CYX0	SP(Sec/SPI)	0.962038	0.037962	CS pos: 23-24. VNS-QK. Pr: 0.9087
Q8CYX1	SP(Sec/SPI)	0.968091	0.031909	CS pos: 23-24. AAC-QQ. Pr: 0.6232
Q8CYX2	OTHER	0.000795	0.999205	
Q8CYX3	OTHER	0.000612	0.999388	
Q8CYX4	OTHER	0.012490	0.987510	
Q8CYX5	OTHER	0.003632	0.996368	
Q8CYX6	OTHER	0.001770	0.998230	
Q8CYX7	OTHER	0.000611	0.999389	
Q8CYX8	OTHER	0.001103	0.998897	
Q8CYX9	OTHER	0.099537	0.900463	
Q8CYY0	OTHER	0.000683	0.999317	
Q8CYY1	SP(Sec/SPI)	0.530834	0.469166	CS pos: 27-28. ANA-DN. Pr: 0.3641
Q8CYY2	OTHER	0.000426	0.999574	
Q8CYY3	OTHER	0.001013	0.998987	
Q8CYY4	OTHER	0.000979	0.999021	
Q8CYY5	OTHER	0.000659	0.999341	
Q8CYY6	OTHER	0.000434	0.999566	
Q8CYY7	OTHER	0.000645	0.999355	
Q8CYY8	OTHER	0.000728	0.999272	
Q8CYY9	OTHER	0.001246	0.998754	
Q8CYZ0	OTHER	0.000571	0.999429	
Q8CYZ1	OTHER	0.000540	0.999460	
Q8CYZ2	OTHER	0.000913	0.999087	
Q8CYZ3	OTHER	0.001483	0.998517	
Q8CYZ4	OTHER	0.001365	0.998635	
Q8CYZ5	OTHER	0.004762	0.995238	
Q8CYZ6	OTHER	0.034735	0.965265	
Q8CYZ7	OTHER	0.000635	0.999365	
Q8CYZ8	OTHER	0.001382	0.998618	
Q8CYZ9	OTHER	0.000586	0.999414	
Q8CZ00	OTHER	0.000333	0.999667	
Q8CZ01	OTHER	0.000661	0.999339	
Q8CZ02	OTHER	0.097355	0.902645	
Q8CZ03	OTHER	0.000445	0.999555	
Q8CZ04	OTHER	0.001750	0.998250	
Q8CZ05	OTHER	0.033043	0.966957	
Q8CZ06	SP(Sec/SPI)	0.971509	0.028491	CS pos: 26-27. VLA-RQ. Pr: 0.9279
Q8CZ07	OTHER	0.013543	0.986457	
Q8CZ08	OTHER	0.001059	0.998941	
Q8CZ09	OTHER	0.009687	0.990313	
Q8CZ10	OTHER	0.000799	0.999201	
Q8CZ11	OTHER	0.062072	0.937928	
Q8CZ12	OTHER	0.004624	0.995376	
Q8CZ13	OTHER	0.000902	0.999098	
Q8CZ14	OTHER	0.359026	0.640974	
Q8CZ15	OTHER	0.008181	0.991819	
Q8CZ16	SP(Sec/SPI)	0.998052	0.001948	CS pos: 26-27. VLA-EE. Pr: 0.9815
Q8CZ17	OTHER	0.000213	0.999787	
Q8CZ18	OTHER	0.000464	0.999536	
Q8CZ19	OTHER	0.000877	0.999123	
Q8CZ20	OTHER	0.011100	0.988900	
Q8CZ21	OTHER	0.001463	0.998537	
Q8CZ22	OTHER	0.000637	0.999363	
Q8CZ23	OTHER	0.034960	0.965040	
Q8CZ24	OTHER	0.001744	0.998256	
Q8CZ25	OTHER	0.016485	0.983515	
Q8CZ26	OTHER	0.000816	0.999184	
Q8CZ27	OTHER	0.037806	0.962194	
Q8CZ29	OTHER	0.215624	0.784376	
Q8CZ30	OTHER	0.001448	0.998552	
Q8CZ31	OTHER	0.116548	0.883452	
Q8CZ32	OTHER	0.001204	0.998796	
Q8CZ33	OTHER	0.000659	0.999341	
Q8CZ34	OTHER	0.000500	0.999500	
Q8CZ35	OTHER	0.009242	0.990758	
Q8CZ36	OTHER	0.005159	0.994841	
Q8CZ38	OTHER	0.000224	0.999776	
Q8CZ39	OTHER	0.002784	0.997216	
Q8CZ40	OTHER	0.000424	0.999576	
Q8CZ41	OTHER	0.000246	0.999754	
Q8CZ42	OTHER	0.000459	0.999541	
Q8CZ43	OTHER	0.001487	0.998513	
Q8CZ44	OTHER	0.001331	0.998669	
Q8CZ45	OTHER	0.071288	0.928712	
Q8CZ46	OTHER	0.002118	0.997882	
Q8CZ47	OTHER	0.000722	0.999278	
Q8CZ48	SP(Sec/SPI)	0.638103	0.361897	CS pos: 15-16. AAG-SY. Pr: 0.1991
Q8CZ49	OTHER	0.000199	0.999801	
Q8CZ50	OTHER	0.174259	0.825741	
Q8CZ51	OTHER	0.001125	0.998875	
Q8CZ53	OTHER	0.000875	0.999125	
Q8CZ54	OTHER	0.000858	0.999142	
Q8CZ55	OTHER	0.000266	0.999734	
Q8CZ56	OTHER	0.000997	0.999003	
Q8CZ57	OTHER	0.014979	0.985021	
Q8CZ58	OTHER	0.000255	0.999745	
Q8CZ59	SP(Sec/SPI)	0.990140	0.009860	CS pos: 23-24. VFA-ID. Pr: 0.9704
Q8CZ60	OTHER	0.000322	0.999678	
Q8CZ61	OTHER	0.001131	0.998869	
Q8CZ62	OTHER	0.005325	0.994675	
Q8CZ63	OTHER	0.002104	0.997896	
Q8CZ64	OTHER	0.001926	0.998074	
Q8CZ65	OTHER	0.000933	0.999067	
Q8CZ66	OTHER	0.010593	0.989407	
Q8CZ67	OTHER	0.001339	0.998661	
Q8CZ68	OTHER	0.000653	0.999347	
Q8CZ69	SP(Sec/SPI)	0.962653	0.037347	CS pos: 26-27. GQS-GS. Pr: 0.2106
Q8CZ70	OTHER	0.000653	0.999347	
Q8CZ71	OTHER	0.001629	0.998371	
Q8CZ72	OTHER	0.026031	0.973969	
Q8CZ73	OTHER	0.000733	0.999267	
Q8CZ74	OTHER	0.000892	0.999108	
Q8CZ75	OTHER	0.001196	0.998804	
Q8CZ76	OTHER	0.000908	0.999092	
Q8CZ77	OTHER	0.000335	0.999665	
Q8CZ78	OTHER	0.000812	0.999188	
Q8CZ79	OTHER	0.001085	0.998915	
Q8CZ80	OTHER	0.003309	0.996691	
Q8CZ81	OTHER	0.000432	0.999568	
Q8CZ82	OTHER	0.000439	0.999561	
Q8CZ83	OTHER	0.001028	0.998972	
Q8CZ84	OTHER	0.003619	0.996381	
Q8CZ85	OTHER	0.000672	0.999328	
Q8CZ86	OTHER	0.001689	0.998311	
Q8CZ87	OTHER	0.000998	0.999002	
Q8CZ88	OTHER	0.007645	0.992355	
Q8CZ89	OTHER	0.001054	0.998946	
Q8CZ90	SP(Sec/SPI)	0.984085	0.015915	CS pos: 18-19. VGC-GQ. Pr: 0.3723
Q8CZ91	OTHER	0.000852	0.999148	
Q8CZ92	OTHER	0.023167	0.976833	
Q8CZ93	OTHER	0.135897	0.864103	
Q8CZ94	OTHER	0.090196	0.909804	
Q8CZ95	OTHER	0.002005	0.997995	
Q8CZ96	OTHER	0.110120	0.889880	
Q8CZ97	OTHER	0.017820	0.982180	
Q8CZ98	OTHER	0.003720	0.996280	
Q8CZ99	OTHER	0.001181	0.998819	
Q8CZA0	OTHER	0.001785	0.998215	
Q8CZA1	OTHER	0.002745	0.997255	
Q8CZA2	OTHER	0.001825	0.998175	
Q8CZA3	OTHER	0.000829	0.999171	
Q8CZA4	OTHER	0.015754	0.984246	
Q8CZA5	OTHER	0.010201	0.989799	
Q8CZA6	OTHER	0.000960	0.999040	
Q8CZA7	OTHER	0.004288	0.995712	
Q8CZA8	OTHER	0.007514	0.992486	
Q8CZA9	OTHER	0.004426	0.995574	
Q8CZB0	OTHER	0.000896	0.999104	
Q8CZB1	OTHER	0.001466	0.998534	
Q8CZB2	OTHER	0.000362	0.999638	
Q8CZB3	OTHER	0.000394	0.999606	
Q8CZB4	OTHER	0.001356	0.998644	
Q8CZB5	OTHER	0.333181	0.666819	
Q8CZB6	OTHER	0.002803	0.997197	
Q8CZB7	SP(Sec/SPI)	0.947993	0.052007	CS pos: 29-30. VSA-QE. Pr: 0.8673
Q8CZB8	OTHER	0.000534	0.999466	
Q8CZB9	OTHER	0.001186	0.998814	
Q8CZC0	OTHER	0.000236	0.999764	
Q8CZC1	OTHER	0.001057	0.998943	
Q8CZC2	OTHER	0.001097	0.998903	
Q8CZC3	OTHER	0.001489	0.998511	
Q8CZC4	OTHER	0.000650	0.999350	
Q8CZC5	OTHER	0.005526	0.994474	
Q8CZC6	OTHER	0.001630	0.998370	
Q8CZC7	OTHER	0.001064	0.998936	
Q8CZC8	OTHER	0.000323	0.999677	
Q8CZC9	OTHER	0.269426	0.730574	
Q8CZD0	OTHER	0.000639	0.999361	
Q8CZD1	OTHER	0.098683	0.901317	
Q8CZD2	OTHER	0.001962	0.998038	
Q8CZD3	OTHER	0.000986	0.999014	
Q8DMW1	OTHER	0.000356	0.999644	
Q8DMW2	OTHER	0.400624	0.599376	
Q8DMW4	OTHER	0.056602	0.943398	
Q8DMW5	OTHER	0.000421	0.999579	
Q8DMW6	OTHER	0.000244	0.999756	
Q8DMW7	OTHER	0.074338	0.925662	
Q8DMW8	OTHER	0.000981	0.999019	
Q8DMW9	OTHER	0.005089	0.994911	
Q8DMX0	OTHER	0.187075	0.812925	
Q8DMX1	OTHER	0.001328	0.998672	
Q8DMX4	OTHER	0.003098	0.996902	
Q8DMX5	OTHER	0.000315	0.999685	
Q8DMX6	OTHER	0.001355	0.998645	
Q8DMY5	OTHER	0.002319	0.997681	
Q8DMY6	OTHER	0.001004	0.998996	
Q8DMY7	OTHER	0.000298	0.999702	
Q8DMY9	OTHER	0.000326	0.999674	
Q8DMZ3	OTHER	0.000319	0.999681	
Q8DMZ4	SP(Sec/SPI)	0.798760	0.201240	CS pos: 40-41. VYA-YS. Pr: 0.5249
Q8DMZ5	OTHER	0.164965	0.835035	
Q8DMZ6	OTHER	0.008789	0.991211	
Q8DMZ7	SP(Sec/SPI)	0.956049	0.043951	CS pos: 24-25. ACG-QG. Pr: 0.2535
Q8DMZ8	OTHER	0.000975	0.999025	
Q8DMZ9	OTHER	0.000464	0.999536	
Q8DN00	OTHER	0.003539	0.996461	
Q8DN01	OTHER	0.001845	0.998155	
Q8DN04	OTHER	0.059511	0.940489	
Q8DN05	OTHER	0.210103	0.789897	
Q8DN08	OTHER	0.000487	0.999513	
Q8DN09	OTHER	0.000299	0.999701	
Q8DN10	OTHER	0.000378	0.999622	
Q8DN11	OTHER	0.001909	0.998091	
Q8DN14	OTHER	0.000444	0.999556	
Q8DN15	OTHER	0.000576	0.999424	
Q8DN16	OTHER	0.001135	0.998865	
Q8DN17	OTHER	0.000911	0.999089	
Q8DN18	OTHER	0.002408	0.997592	
Q8DN19	OTHER	0.003541	0.996459	
Q8DN20	OTHER	0.000568	0.999432	
Q8DN21	OTHER	0.258194	0.741806	
Q8DN22	OTHER	0.000725	0.999275	
Q8DN23	OTHER	0.002016	0.997984	
Q8DN25	OTHER	0.001836	0.998164	
Q8DN26	OTHER	0.054722	0.945278	
Q8DN30	OTHER	0.000358	0.999642	
Q8DN32	OTHER	0.004912	0.995088	
Q8DN33	OTHER	0.001558	0.998442	
Q8DN34	OTHER	0.001913	0.998087	
Q8DN35	OTHER	0.003082	0.996918	
Q8DN36	OTHER	0.000744	0.999256	
Q8DN37	OTHER	0.000530	0.999470	
Q8DN38	SP(Sec/SPI)	0.958278	0.041722	CS pos: 27-28. ILA-AY. Pr: 0.5341
Q8DN39	OTHER	0.351343	0.648657	
Q8DN41	OTHER	0.001359	0.998641	
Q8DN42	OTHER	0.000895	0.999105	
Q8DN43	OTHER	0.000720	0.999280	
Q8DN44	OTHER	0.000600	0.999400	
Q8DN45	OTHER	0.004478	0.995522	
Q8DN47	OTHER	0.000267	0.999733	
Q8DN48	OTHER	0.000975	0.999025	
Q8DN50	OTHER	0.012808	0.987192	
Q8DN53	OTHER	0.132884	0.867116	
Q8DN57	OTHER	0.027107	0.972893	
Q8DN60	OTHER	0.000546	0.999454	
Q8DN67	OTHER	0.000872	0.999128	
Q8DN68	OTHER	0.000744	0.999256	
Q8DN71	OTHER	0.001437	0.998563	
Q8DN73	OTHER	0.014346	0.985654	
Q8DN78	SP(Sec/SPI)	0.991951	0.008049	CS pos: 20-21. VLA-TQ. Pr: 0.5222
Q8DN79	OTHER	0.084809	0.915191	
Q8DN80	OTHER	0.020000	0.980000	
Q8DN82	OTHER	0.001041	0.998959	
Q8DN84	OTHER	0.002071	0.997929	
Q8DN85	OTHER	0.000521	0.999479	
Q8DN87	OTHER	0.000138	0.999862	
Q8DN91	OTHER	0.000333	0.999667	
Q8DN95	OTHER	0.001910	0.998090	
Q8DNA0	OTHER	0.000362	0.999638	
Q8DNA1	OTHER	0.002598	0.997402	
Q8DNA3	OTHER	0.348769	0.651231	
Q8DNA4	OTHER	0.323390	0.676610	
Q8DNA7	OTHER	0.034207	0.965793	
Q8DNA9	OTHER	0.071484	0.928516	
Q8DNB0	OTHER	0.000378	0.999622	
Q8DNB1	OTHER	0.013107	0.986893	
Q8DNB3	OTHER	0.000706	0.999294	
Q8DNB4	OTHER	0.001364	0.998636	
Q8DNB7	OTHER	0.001010	0.998990	
Q8DNB9	OTHER	0.001524	0.998476	
Q8DNC0	OTHER	0.001410	0.998590	
Q8DNC3	OTHER	0.000785	0.999215	
Q8DNC5	OTHER	0.000208	0.999792	
Q8DNC6	OTHER	0.000873	0.999127	
Q8DNC8	OTHER	0.001366	0.998634	
Q8DND0	OTHER	0.001441	0.998559	
Q8DND1	OTHER	0.312085	0.687915	
Q8DND2	OTHER	0.000774	0.999226	
Q8DND8	OTHER	0.000249	0.999751	
Q8DNE3	OTHER	0.000421	0.999579	
Q8DNE4	OTHER	0.000626	0.999374	
Q8DNE5	OTHER	0.003109	0.996891	
Q8DNE9	OTHER	0.146400	0.853600	
Q8DNF2	OTHER	0.001858	0.998142	
Q8DNF5	OTHER	0.000221	0.999779	
Q8DNF6	OTHER	0.000672	0.999328	
Q8DNF7	OTHER	0.000536	0.999464	
Q8DNF9	OTHER	0.000499	0.999501	
Q8DNG0	SP(Sec/SPI)	0.573423	0.426577	CS pos: 24-25. VFA-YT. Pr: 0.4349
Q8DNG1	OTHER	0.026026	0.973974	
Q8DNG2	OTHER	0.000352	0.999648	
Q8DNG3	OTHER	0.002868	0.997132	
Q8DNG5	OTHER	0.000831	0.999169	
Q8DNG6	OTHER	0.303211	0.696789	
Q8DNG7	OTHER	0.022425	0.977575	
Q8DNG8	SP(Sec/SPI)	0.972735	0.027265	CS pos: 20-21. VSA-KR. Pr: 0.9186
Q8DNG9	OTHER	0.002605	0.997395	
Q8DNH0	OTHER	0.001181	0.998819	
Q8DNH1	OTHER	0.004969	0.995031	
Q8DNH2	OTHER	0.000734	0.999266	
Q8DNH3	OTHER	0.001401	0.998599	
Q8DNH8	SP(Sec/SPI)	0.750741	0.249259	CS pos: 23-24. GAC-SN. Pr: 0.4006
Q8DNH9	OTHER	0.003567	0.996433	
Q8DNI0	OTHER	0.041080	0.958920	
Q8DNI2	OTHER	0.002014	0.997986	
Q8DNI3	OTHER	0.000443	0.999557	
Q8DNI4	OTHER	0.000493	0.999507	
Q8DNI5	OTHER	0.000194	0.999806	
Q8DNI8	OTHER	0.000965	0.999035	
Q8DNJ2	SP(Sec/SPI)	0.972100	0.027900	CS pos: 27-28. TNS-ST. Pr: 0.3840
Q8DNJ3	OTHER	0.000634	0.999366	
Q8DNJ4	OTHER	0.006861	0.993139	
Q8DNJ5	OTHER	0.498292	0.501708	
Q8DNK0	OTHER	0.000493	0.999507	
Q8DNK1	OTHER	0.001040	0.998960	
Q8DNK3	SP(Sec/SPI)	0.633066	0.366934	CS pos: 21-22. TYA-IV. Pr: 0.4953
Q8DNK4	OTHER	0.001722	0.998278	
Q8DNK5	OTHER	0.004572	0.995428	
Q8DNK6	OTHER	0.004190	0.995810	
Q8DNK9	OTHER	0.001436	0.998564	
Q8DNL0	OTHER	0.017418	0.982582	
Q8DNL2	OTHER	0.004911	0.995089	
Q8DNL5	OTHER	0.000511	0.999489	
Q8DNL7	OTHER	0.000253	0.999747	
Q8DNM1	OTHER	0.000768	0.999232	
Q8DNM3	OTHER	0.014641	0.985359	
Q8DNM4	OTHER	0.000812	0.999188	
Q8DNN0	OTHER	0.001515	0.998485	
Q8DNN1	SP(Sec/SPI)	0.579785	0.420215	CS pos: 18-19. FLG-LV. Pr: 0.1053
Q8DNN2	OTHER	0.000514	0.999486	
Q8DNN3	OTHER	0.000331	0.999669	
Q8DNN4	OTHER	0.003140	0.996860	
Q8DNN5	OTHER	0.000249	0.999751	
Q8DNN6	OTHER	0.000533	0.999467	
Q8DNN7	SP(Sec/SPI)	0.975178	0.024822	CS pos: 24-25. CSG-GT. Pr: 0.4792
Q8DNN8	OTHER	0.000314	0.999686	
Q8DNN9	OTHER	0.024375	0.975625	
Q8DNP0	OTHER	0.002463	0.997537	
Q8DNP2	OTHER	0.003216	0.996784	
Q8DNP3	OTHER	0.001382	0.998618	
Q8DNP6	OTHER	0.000336	0.999664	
Q8DNP7	OTHER	0.124891	0.875109	
Q8DNQ0	OTHER	0.000195	0.999805	
Q8DNQ1	OTHER	0.017263	0.982737	
Q8DNQ2	SP(Sec/SPI)	0.699895	0.300105	CS pos: 26-27. LNS-AN. Pr: 0.2562
Q8DNQ3	OTHER	0.000564	0.999436	
Q8DNQ4	OTHER	0.000737	0.999263	
Q8DNQ5	OTHER	0.002709	0.997291	
Q8DNQ6	OTHER	0.000204	0.999796	
Q8DNQ7	OTHER	0.000422	0.999578	
Q8DNQ8	OTHER	0.001435	0.998565	
Q8DNR0	OTHER	0.003241	0.996759	
Q8DNR2	OTHER	0.001501	0.998499	
Q8DNR3	OTHER	0.002135	0.997865	
Q8DNS1	OTHER	0.004672	0.995328	
Q8DNS2	OTHER	0.000942	0.999058	
Q8DNS3	OTHER	0.000640	0.999360	
Q8DNS4	OTHER	0.000472	0.999528	
Q8DNS6	OTHER	0.001572	0.998428	
Q8DNT0	OTHER	0.001264	0.998736	
Q8DNT1	OTHER	0.000996	0.999004	
Q8DNT2	OTHER	0.020014	0.979986	
Q8DNT3	OTHER	0.005014	0.994986	
Q8DNT4	OTHER	0.000432	0.999568	
Q8DNT5	OTHER	0.000482	0.999518	
Q8DNT6	OTHER	0.000961	0.999039	
Q8DNT7	OTHER	0.000527	0.999473	
Q8DNU1	OTHER	0.001261	0.998739	
Q8DNU2	SP(Sec/SPI)	0.963785	0.036215	CS pos: 25-26. CSG-KK. Pr: 0.4515
Q8DNU3	OTHER	0.003374	0.996626	
Q8DNU4	OTHER	0.010028	0.989972	
Q8DNU5	OTHER	0.004551	0.995449	
Q8DNU8	SP(Sec/SPI)	0.971837	0.028163	CS pos: 22-23. AAC-GN. Pr: 0.3469
Q8DNU9	OTHER	0.002585	0.997415	
Q8DNV0	OTHER	0.001218	0.998782	
Q8DNV1	OTHER	0.000999	0.999001	
Q8DNV2	OTHER	0.006355	0.993645	
Q8DNV3	OTHER	0.001559	0.998441	
Q8DNV4	OTHER	0.000374	0.999626	
Q8DNV7	OTHER	0.000975	0.999025	
Q8DNW2	OTHER	0.005830	0.994170	
Q8DNW3	OTHER	0.000892	0.999108	
Q8DNW5	OTHER	0.001743	0.998257	
Q8DNW8	OTHER	0.000973	0.999027	
Q8DNW9	OTHER	0.000428	0.999572	
Q8DNX0	OTHER	0.004679	0.995321	
Q8DNX4	OTHER	0.000706	0.999294	
Q8DNX5	OTHER	0.152030	0.847970	
Q8DNX9	OTHER	0.004818	0.995182	
Q8DNY0	OTHER	0.003350	0.996650	
Q8DNY2	OTHER	0.000645	0.999355	
Q8DNY3	OTHER	0.037484	0.962516	
Q8DNY4	OTHER	0.001747	0.998253	
Q8DNY5	OTHER	0.283564	0.716436	
Q8DNY8	OTHER	0.322869	0.677131	
Q8DNZ0	OTHER	0.003368	0.996632	
Q8DNZ1	SP(Sec/SPI)	0.605953	0.394047	CS pos: 26-27. SSA-LP. Pr: 0.4150
Q8DNZ3	OTHER	0.138215	0.861785	
Q8DNZ4	OTHER	0.001170	0.998830	
Q8DNZ5	OTHER	0.001303	0.998697	
Q8DNZ6	OTHER	0.000746	0.999254	
Q8DNZ7	OTHER	0.000817	0.999183	
Q8DP02	OTHER	0.000840	0.999160	
Q8DP03	OTHER	0.000640	0.999360	
Q8DP04	OTHER	0.000499	0.999501	
Q8DP06	OTHER	0.010492	0.989508	
Q8DP08	OTHER	0.000417	0.999583	
Q8DP09	OTHER	0.001337	0.998663	
Q8DP11	OTHER	0.001571	0.998429	
Q8DP15	SP(Sec/SPI)	0.919462	0.080538	CS pos: 24-25. ATA-TN. Pr: 0.5931
Q8DP17	OTHER	0.001569	0.998431	
Q8DP18	OTHER	0.000637	0.999363	
Q8DP19	OTHER	0.061833	0.938167	
Q8DP21	OTHER	0.000530	0.999470	
Q8DP22	OTHER	0.003939	0.996061	
Q8DP23	OTHER	0.001490	0.998510	
Q8DP24	OTHER	0.001159	0.998841	
Q8DP25	OTHER	0.010040	0.989960	
Q8DP27	OTHER	0.000971	0.999029	
Q8DP29	OTHER	0.000473	0.999527	
Q8DP30	OTHER	0.000419	0.999581	
Q8DP31	OTHER	0.000296	0.999704	
Q8DP32	OTHER	0.001533	0.998467	
Q8DP33	OTHER	0.008357	0.991643	
Q8DP34	OTHER	0.000332	0.999668	
Q8DP35	OTHER	0.000705	0.999295	
Q8DP36	OTHER	0.001261	0.998739	
Q8DP41	OTHER	0.000355	0.999645	
Q8DP43	OTHER	0.000604	0.999396	
Q8DP45	OTHER	0.001778	0.998222	
Q8DP46	OTHER	0.000421	0.999579	
Q8DP47	OTHER	0.000722	0.999278	
Q8DP48	OTHER	0.006727	0.993273	
Q8DP49	OTHER	0.000501	0.999499	
Q8DP50	SP(Sec/SPI)	0.992322	0.007678	CS pos: 21-22. ACG-KN. Pr: 0.4278
Q8DP51	OTHER	0.000840	0.999160	
Q8DP53	OTHER	0.000158	0.999842	
Q8DP54	OTHER	0.004217	0.995783	
Q8DP55	OTHER	0.126880	0.873120	
Q8DP56	OTHER	0.000338	0.999662	
Q8DP57	OTHER	0.001403	0.998597	
Q8DP58	OTHER	0.000622	0.999378	
Q8DP59	OTHER	0.002855	0.997145	
Q8DP60	OTHER	0.000791	0.999209	
Q8DP61	OTHER	0.000650	0.999350	
Q8DP62	OTHER	0.043883	0.956117	
Q8DP67	OTHER	0.000460	0.999540	
Q8DP68	OTHER	0.000480	0.999520	
Q8DP75	OTHER	0.001035	0.998965	
Q8DP76	OTHER	0.000526	0.999474	
Q8DP77	OTHER	0.000851	0.999149	
Q8DP80	OTHER	0.001678	0.998322	
Q8DP81	OTHER	0.000240	0.999760	
Q8DP82	OTHER	0.003933	0.996067	
Q8DP83	OTHER	0.000984	0.999016	
Q8DP84	OTHER	0.000973	0.999027	
Q8DP85	OTHER	0.007419	0.992581	
Q8DP86	OTHER	0.001069	0.998931	
Q8DP88	OTHER	0.000536	0.999464	
Q8DP92	OTHER	0.001215	0.998785	
Q8DP93	OTHER	0.000729	0.999271	
Q8DP94	OTHER	0.001236	0.998764	
Q8DP95	OTHER	0.000620	0.999380	
Q8DP96	OTHER	0.000551	0.999449	
Q8DP98	OTHER	0.003215	0.996785	
Q8DP99	OTHER	0.004834	0.995166	
Q8DPA4	OTHER	0.006356	0.993644	
Q8DPA5	SP(Sec/SPI)	0.583889	0.416111	CS pos: 18-19. ALA-LF. Pr: 0.2157
Q8DPA7	OTHER	0.001234	0.998766	
Q8DPA9	OTHER	0.000176	0.999824	
Q8DPB7	SP(Sec/SPI)	0.955788	0.044212	CS pos: 24-25. CQS-GS. Pr: 0.3258
Q8DPC0	OTHER	0.015686	0.984314	
Q8DPC3	OTHER	0.022843	0.977157	
Q8DPC4	OTHER	0.021893	0.978107	
Q8DPC5	SP(Sec/SPI)	0.673544	0.326456	CS pos: 22-23. GIA-TH. Pr: 0.2751
Q8DPC6	OTHER	0.000713	0.999287	
Q8DPC9	OTHER	0.001527	0.998473	
Q8DPD0	OTHER	0.000759	0.999241	
Q8DPD3	OTHER	0.000413	0.999587	
Q8DPD7	OTHER	0.000794	0.999206	
Q8DPD8	OTHER	0.267929	0.732071	
Q8DPD9	OTHER	0.005464	0.994536	
Q8DPE4	OTHER	0.001948	0.998052	
Q8DPE5	OTHER	0.001524	0.998476	
Q8DPE6	OTHER	0.072615	0.927385	
Q8DPE8	OTHER	0.005982	0.994018	
Q8DPE9	OTHER	0.000295	0.999705	
Q8DPF1	OTHER	0.000883	0.999117	
Q8DPF3	OTHER	0.004520	0.995480	
Q8DPF4	OTHER	0.015778	0.984222	
Q8DPF5	OTHER	0.000604	0.999396	
Q8DPF6	OTHER	0.000353	0.999647	
Q8DPF8	OTHER	0.006355	0.993645	
Q8DPF9	OTHER	0.001709	0.998291	
Q8DPG1	OTHER	0.000662	0.999338	
Q8DPG2	OTHER	0.003347	0.996653	
Q8DPG3	OTHER	0.000540	0.999460	
Q8DPG5	OTHER	0.000147	0.999853	
Q8DPG8	OTHER	0.000909	0.999091	
Q8DPG9	OTHER	0.026358	0.973642	
Q8DPH0	OTHER	0.000452	0.999548	
Q8DPH2	OTHER	0.000604	0.999396	
Q8DPH4	OTHER	0.063585	0.936415	
Q8DPH6	OTHER	0.000761	0.999239	
Q8DPH7	OTHER	0.000693	0.999307	
Q8DPI0	OTHER	0.000541	0.999459	
Q8DPI1	OTHER	0.039631	0.960369	
Q8DPI4	OTHER	0.000253	0.999747	
Q8DPI5	OTHER	0.012978	0.987022	
Q8DPI8	OTHER	0.002134	0.997866	
Q8DPJ0	OTHER	0.175329	0.824671	
Q8DPJ1	OTHER	0.004674	0.995326	
Q8DPJ2	OTHER	0.001116	0.998884	
Q8DPJ3	OTHER	0.001564	0.998436	
Q8DPJ5	OTHER	0.001880	0.998120	
Q8DPK0	OTHER	0.000596	0.999404	
Q8DPK1	OTHER	0.000347	0.999653	
Q8DPK4	OTHER	0.000407	0.999593	
Q8DPK6	OTHER	0.000868	0.999132	
Q8DPK8	OTHER	0.002525	0.997475	
Q8DPK9	OTHER	0.000989	0.999011	
Q8DPL0	OTHER	0.005014	0.994986	
Q8DPL1	OTHER	0.000818	0.999182	
Q8DPL2	OTHER	0.011007	0.988993	
Q8DPL3	OTHER	0.013087	0.986913	
Q8DPL4	OTHER	0.005364	0.994636	
Q8DPM0	OTHER	0.001692	0.998308	
Q8DPM1	OTHER	0.000787	0.999213	
Q8DPM3	OTHER	0.011348	0.988652	
Q8DPM4	OTHER	0.004776	0.995224	
Q8DPM7	OTHER	0.000275	0.999725	
Q8DPM8	OTHER	0.001216	0.998784	
Q8DPN1	OTHER	0.001130	0.998870	
Q8DPN4	OTHER	0.000691	0.999309	
Q8DPN6	OTHER	0.000255	0.999745	
Q8DPN7	OTHER	0.000633	0.999367	
Q8DPN8	OTHER	0.000512	0.999488	
Q8DPP3	OTHER	0.000279	0.999721	
Q8DPP7	OTHER	0.000292	0.999708	
Q8DPQ2	OTHER	0.011500	0.988500	
Q8DPQ7	OTHER	0.000598	0.999402	
Q8DPQ8	OTHER	0.001686	0.998314	
Q8DPQ9	OTHER	0.004541	0.995459	
Q8DPR2	OTHER	0.000341	0.999659	
Q8DPR8	OTHER	0.011322	0.988678	
Q8DPR9	OTHER	0.001415	0.998585	
Q8DPS1	OTHER	0.000569	0.999431	
Q8DPS4	OTHER	0.001299	0.998701	
Q8DPS8	OTHER	0.000912	0.999088	
Q8DPT0	OTHER	0.001213	0.998787	
Q8DPT1	OTHER	0.000540	0.999460	
Q8DPT4	OTHER	0.000595	0.999405	
Q8DPT5	OTHER	0.009851	0.990149	
Q8DPT7	OTHER	0.002354	0.997646	
Q8DPT8	SP(Sec/SPI)	0.530082	0.469918	CS pos: 33-34. VDA-YT. Pr: 0.5154
Q8DPT9	OTHER	0.000493	0.999507	
Q8DPU2	OTHER	0.000232	0.999768	
Q8DPU3	OTHER	0.001102	0.998898	
Q8DPU6	OTHER	0.001923	0.998077	
Q8DPU9	OTHER	0.001284	0.998716	
Q8DPV0	OTHER	0.001770	0.998230	
